"the_geom","Borough","LP_NUMBER","MOST_CURRENT","LM_NAME","SITE_STATUS","LAST_ACTION","PUBLIC_HEARING","DESIG_DATE","CALEN_DATE","Shape_Leng","Shape_Area"
"MULTIPOLYGON (((988833.086622417 213593.58532975614, 988834.7021047622 213592.68999034166, 989071.2662641704 214024.38564924896, 989012.8106724173 214056.57128041983, 988995.3723870963 214066.17263917625, 988977.9337736666 214075.77399791777, 988960.4954883456 214085.37568475306, 988943.0568749309 214094.97704350948, 988925.618589595 214104.57873034477, 988908.1799761802 214114.18041716516, 988892.0678036809 214123.0560555905, 988875.9559592605 214131.93202209473, 988859.8437867612 214140.80798858404, 988843.7319423407 214149.68428316712, 988827.6197698414 214158.56024967134, 988811.507925421 214167.4358880818, 988795.3957529217 214176.31218266487, 988779.2839085013 214185.18847726285, 988763.171736002 214194.0641156733, 988747.0598915964 214202.94008217752, 988732.8538832515 214210.58015875518, 988718.6478749216 214218.21990725398, 988704.4418665916 214225.8603119254, 988692.6466145962 214232.20380316675, 988690.2358582616 214233.5000604242, 988676.9648874253 214240.62176534534, 988676.4816206694 214240.8697963357, 988675.9898237586 214241.10043892264, 988675.4904809296 214241.31467734277, 988674.9842483401 214241.51152734458, 988674.4714540839 214241.6906608343, 988673.9527543336 214241.85207784176, 988673.4291333407 214241.996106416, 988672.9005910903 214242.1217623353, 988672.3681118339 214242.22937367857, 988671.8323517591 214242.31894041598, 988671.2936389297 214242.3898064196, 988670.7529575974 214242.44229975343, 988670.2109639198 214242.47609233856, 988669.6679860055 214242.491184175, 988669.1246800125 214242.48823142052, 988668.5820301771 214242.4659217596, 988668.0403645933 214242.4258955866, 988667.5003394186 214242.36684058607, 988666.9626108408 214242.28974100947, 988666.4278350025 214242.1939406693, 988665.8966680914 214242.0797676742, 988665.3697662503 214241.94755008817, 988664.8477856666 214241.79761600494, 988664.331382513 214241.6293092519, 988663.8205567598 214241.44427025318, 988663.3166207522 214241.2411866784, 988662.8202306777 214241.02137084305, 988662.3310584277 214240.784822762, 988661.8507444263 214240.53088626266, 988661.3789605945 214240.2612017542, 988660.9173473418 214239.97544117272, 988660.4652485102 214239.6742606759, 988660.0239764303 214239.35733217, 988659.593531087 214239.02629609406, 988659.1748967618 214238.68016816676, 988658.7684015036 214238.31927651167, 988658.3743734211 214237.94591766596, 988657.993468672 214237.5584512502, 988657.6260153353 214237.15818959475, 988657.2723415047 214236.7461169213, 988656.9331033379 214236.32157708704, 988656.6086289287 214235.8862105012, 988656.299246341 214235.44001717865, 988656.0052836686 214234.98266901076, 988655.7270690054 214234.5161345005, 988655.46493043 214234.0404136777, 988647.057795003 214218.25534024835, 988645.7553041726 214215.81013517082, 988636.8711355925 214199.21010275185, 988627.9866389185 214182.61007033288, 988619.1024703383 214166.00970983505, 988610.2179736793 214149.41000550985, 988601.3334770054 214132.81030116975, 988592.4493084252 214116.2102687508, 988583.5648117512 214099.60990825295, 988574.6806431711 214083.01020392776, 988565.796146512 214066.4101715088, 988561.5789633393 214058.52993792295, 988556.911977917 214049.81013908982, 988548.0274812579 214033.209778592, 988539.142984584 214016.6100742519, 988530.2588160038 214000.0103699267, 988525.7273290008 213991.54352334142, 988521.3743193448 213983.41033750772, 988512.4901507497 213966.8099770099, 988503.7080160975 213950.75390675664, 988494.9258814305 213934.69816458225, 988486.1440748423 213918.6420943439, 988477.3619401753 213902.58602409065, 988468.5798055083 213886.5299538374, 988460.7048212588 213872.26029734313, 988452.8298370093 213857.9903127551, 988444.9548527598 213843.72000008821, 988444.7688295096 213843.38010574877, 988437.9089350849 213830.859789595, 988437.6490930915 213830.36044675112, 988437.4063114226 213829.8525737524, 988437.1812462509 213829.33649867773, 988436.9738975912 213828.8132057488, 988436.7842654288 213828.28302308917, 988436.6133340001 213827.74693492055, 988436.4607752562 213827.20494125783, 988436.3269172609 213826.65868251026, 988436.2120880932 213826.10750250518, 988436.1156315953 213825.55271358788, 988436.0388600975 213824.99530000985, 988435.9807893336 213824.43558983505, 988435.9420755059 213823.87391117215, 988435.9227185845 213823.31124825776, 988435.9223905057 213822.7482572496, 988435.941747427 213822.1855943352, 988435.9801331758 213821.62424375117, 988436.0375477523 213821.06453359127, 988436.11431925 213820.5064638406, 988436.210447669 213819.95200300217, 988436.3252768368 213819.400823012, 988436.4588067532 213818.85423617065, 988436.6110374182 213818.3125705868, 988436.7819688469 213817.7761543393, 988436.9709448367 213817.2459716797, 988437.1779654175 213816.7223506719, 988437.4027025104 213816.2062755823, 988437.6451560855 213815.6984025836, 988437.9049980938 213815.19938783348, 988438.181572333 213814.7085751742, 988438.4748788476 213814.22826117277, 988438.7845895141 213813.75844584405, 988439.1100481749 213813.2988010943, 988439.4509267509 213812.85162350535, 988439.8072252572 213812.41560076177, 988440.1782875061 213811.99237325788, 988440.5631292611 213811.58194100857, 988440.96240668 213811.1846320927, 988441.3748074174 213810.80208691955, 988441.8000034243 213810.4329931736, 988442.237666592 213810.07931934297, 988442.6871407628 213809.74040925503, 988443.1484259218 213809.41757525504, 988443.6198816746 213809.11016117036, 988455.6205138415 213802.47566001117, 988460.8324456811 213799.5941040963, 988478.0453377515 213790.07804700732, 988495.257901758 213780.56231801212, 988512.4704657644 213771.04626092315, 988529.6833578348 213761.5298757553, 988546.8959218413 213752.01447483897, 988564.1084858477 213742.49808967113, 988581.3213779181 213732.98236067593, 988598.5339419246 213723.46630358696, 988615.746505931 213713.94991841912, 988632.9593980014 213704.43418942392, 988650.1719620079 213694.91813233495, 988667.3845260143 213685.4017471671, 988684.5974180847 213675.88634625077, 988701.8099820912 213666.36996108294, 988718.7905911803 213656.95560984313, 988735.7712002546 213647.5406024158, 988752.7518093437 213638.126251176, 988769.7327465117 213628.71157184243, 988786.7130275071 213619.29689250886, 988803.6939646751 213609.88188508153, 988820.6745737642 213600.46753384173, 988833.086622417 213593.58532975614)))","MN","LP-00879","true","Bryant Park","DESIGNATED","DESIGNATED","10/8/1974","11/12/1974",,"1896.832600278135","227702.36646929517"
